"","x_coord","y_coord","complete_prob_17","complete_prob_18","complete_prob_19"
"207",12.5,-9.5,0.889083202618925,0.931986607833071,0.925706711178779
"208",13,-9.5,0.888544391386807,0.930394513377221,0.924369541914752
"209",13.5,-9.5,0.88711712741535,0.928174891303242,0.922583033286533
"210",14,-9.5,0.884734401269176,0.925289326587537,0.920316954213544
"211",14.5,-9.5,0.881335140243891,0.921703046364213,0.917542828181714
"212",15,-9.5,0.876919560161115,0.917418878001836,0.914258432190624
"213",15.5,-9.5,0.871524033784243,0.912461830989783,0.910481753246643
"214",16,-9.5,0.86518540119952,0.906857201517892,0.906231298227698
"215",16.5,-9.5,0.85794050249319,0.900630285776,0.901525574011719
"216",17,-9.5,0.849826177751497,0.893806379953945,0.896383087476634
"217",17.5,-9.5,0.840879267060686,0.886410780241564,0.890822345500371
"218",18,-9.5,0.831136610507,0.878468782828694,0.884861854960858
"219",18.5,-9.5,0.820635048176684,0.870005683905173,0.878520122736023
"220",19,-9.5,0.809411420155982,0.861046779660838,0.871815655703795
"221",19.5,-9.5,0.797502566531138,0.851617366285528,0.864766960742101
"222",20,-9.5,0.784945327388397,0.841742739969078,0.857392544728871
"223",20.5,-9.5,0.771776542814002,0.831448196901326,0.849710914542033
"224",21,-9.5,0.758033052894198,0.820759033272111,0.841740577059514
"225",21.5,-9.5,0.743751697715228,0.80970054527127,0.833500039159242
"226",22,-9.5,0.728969317363338,0.798298029088639,0.825007807719147
"227",22.5,-9.5,0.713722751924771,0.786576780914057,0.816282389617156
"228",23,-9.5,0.698048841485772,0.774562096937361,0.807342291731198
"229",23.5,-9.5,0.681984426132584,0.762279273348387,0.7982060209392
"230",24,-9.5,0.665566345951452,0.749753606336975,0.788892084119091
"231",24.5,-9.5,0.64883144102862,0.73701039209296,0.779418988148799
"232",25,-9.5,0.631816551450332,0.724074926806181,0.769805239906253
"233",25.5,-9.5,0.614558517302833,0.710972506666475,0.76006934626938
"234",26,-9.5,0.597094178672366,0.697728427863679,0.75022981411611
"235",26.5,-9.5,0.579460375645176,0.684367986587631,0.740305150324369
"236",27,-9.5,0.561693948307507,0.670916479028168,0.730313861772087
"237",27.5,-9.5,0.543831736745603,0.657399201375128,0.720274455337192
"238",28,-9.5,0.525910581045708,0.643841449818348,0.710205437897611
"239",28.5,-9.5,0.507966928333147,0.630268250721641,0.700125118924575
"240",29,-9.5,0.490021949377481,0.616694140962099,0.690044133703934
"241",29.5,-9.5,0.472076970421815,0.603120031202558,0.679963148483294
"242",30,-9.5,0.454131991466149,0.589545921443016,0.669882163262653
"243",-30,-9,0.734564685184438,0.750867989019833,0.626805985631432
"244",-29.5,-9,0.74433337856498,0.756707759366487,0.638017109993705
"245",-29,-9,0.754102071945522,0.762547529713141,0.649228234355979
"246",-28.5,-9,0.763870765326064,0.768387300059795,0.660439358718252
"247",-28,-9,0.773638464589701,0.774226632735844,0.67165027163684
"248",-27.5,-9,0.783389300685087,0.780058541221631,0.682852541794758
"249",-27,-9,0.79309595380689,0.785870997680533,0.694027059968879
"250",-26.5,-9,0.802730809596621,0.791651844595744,0.705154003313631
"251",-26,-9,0.81226625369579,0.79738892445046,0.716213548983445
"252",-25.5,-9,0.82167467174591,0.803070079727878,0.72718587413275
"253",-25,-9,0.830928449388489,0.808683152911194,0.738051155915975
"254",-24.5,-9,0.839999972265039,0.814215986483603,0.748789571487551
"255",-24,-9,0.848861626017071,0.819656422928302,0.759381298001909
"256",-23.5,-9,0.857485796286095,0.824992304728488,0.769806512613476
"257",-23,-9,0.865844868713622,0.830211474367354,0.780045392476684
"258",-22.5,-9,0.873911228941164,0.835301774328099,0.790078114745962
"259",-22,-9,0.88165726261023,0.840251047093917,0.799884856575739
"260",-21.5,-9,0.889055355362332,0.845047135148005,0.809445795120447
"261",-21,-9,0.89607789283898,0.849677880973559,0.818741107534513
"262",-20.5,-9,0.902697260681684,0.854131127053775,0.827750970972369
"263",-20,-9,0.908885844531956,0.858394715871848,0.836455562588445
"264",-19.5,-9,0.914616030031307,0.862456489910976,0.844835059537169
"265",-19,-9,0.919860202821247,0.866304291654353,0.852869638972972
"266",-18.5,-9,0.924590748543287,0.869925963585177,0.860539478050284
"267",-18,-9,0.928780052838937,0.873309348186642,0.867824753923533
"268",-17.5,-9,0.932400501349709,0.876442287941945,0.874705643747151
"269",-17,-9,0.935424479717113,0.879312625334282,0.881162324675568
"270",-16.5,-9,0.937824373582659,0.881908202846849,0.887174973863211
"271",-16,-9,0.93957256858786,0.884216862962842,0.892723768464513
"272",-15.5,-9,0.940641450374225,0.886226448165457,0.897788885633902
"273",-15,-9,0.941003404583265,0.88792480093789,0.902350502525808
"274",-14.5,-9,0.940630816856491,0.889299763763337,0.906388796294661
"275",-14,-9,0.939496454763223,0.890339347758733,0.909883944094891
"276",-13.5,-9,0.937602635768915,0.891044611295881,0.912824714941249
"277",-13,-9,0.935001766464055,0.891438728749208,0.915234245289772
"278",-12.5,-9,0.931751105336869,0.8915470167662,0.917144263456818
"279",-12,-9,0.927907910875583,0.891394791994343,0.918586497758746
"280",-11.5,-9,0.923529441568423,0.891007371081122,0.919592676511914
"281",-11,-9,0.918672955903615,0.890410070674024,0.920194528032679
"282",-10.5,-9,0.913395712369385,0.889628207420535,0.920423780637402
"283",-10,-9,0.907754969453959,0.888687097968141,0.920312162642438
"284",-9.5,-9,0.901807985645564,0.887612058964328,0.919891402364148
"285",-9,-9,0.895612019432424,0.88642840705658,0.919193228118889
"286",-8.5,-9,0.889224329302767,0.885161458892385,0.918249368223019
"287",-8,-9,0.882702173744818,0.883836531119229,0.917091550992897
"288",-7.5,-9,0.876102811246803,0.882478940384597,0.915751504744882
"289",-7,-9,0.869483500296949,0.881114003335975,0.91426095779533
"290",-6.5,-9,0.86290149938348,0.87976703662085,0.912651638460601
"291",-6,-9,0.856414066994624,0.878463356886706,0.910955275057053
"292",-5.5,-9,0.850078461618607,0.877228280781031,0.909203595901044
"293",-5,-9,0.843951941743653,0.876087124951309,0.907428329308933
"294",-4.5,-9,0.83809176585799,0.875065206045028,0.905661203597078
"295",-4,-9,0.832555192449844,0.874187840709673,0.903933947081836
"296",-3.5,-9,0.827399480007439,0.873480345592729,0.902278288079567
"297",-3,-9,0.822681887019004,0.872968037341683,0.900725954906628
"298",-2.5,-9,0.818459671972762,0.872676232604022,0.899308675879379
"299",-2,-9,0.814790093356941,0.87263024802723,0.898058179314176
"300",-1.5,-9,0.811730409659767,0.872855400258793,0.897006193527379
"301",-1,-9,0.809337879369465,0.873377005946198,0.896184446835345
"302",-0.5,-9,0.807669760974262,0.874220381736931,0.895624667554434
"303",0,-9,0.806783312962383,0.875410844278477,0.895358584001002
"304",0.5,-9,0.806715222343258,0.876963104908481,0.895412640021633
"305",1,-9,0.807419890211128,0.878849453725225,0.89577422392847
"306",1.5,-9,0.808831146181438,0.881031575517149,0.896413219227521
"307",2,-9,0.810882819869632,0.883471155072692,0.897299426854955
"308",2.5,-9,0.813508740891156,0.886129877180294,0.898402647746941
"309",3,-9,0.816642738861452,0.888969426628397,0.899692682839649
"310",3.5,-9,0.820218643395968,0.891951488205438,0.901139333069247
"311",4,-9,0.824170284110145,0.89503774669986,0.902712399371904
"312",4.5,-9,0.82843149061943,0.898189886900101,0.904381682683791
"313",5,-9,0.832936092539267,0.901369593594603,0.906116983941073
"314",5.5,-9,0.837617919485101,0.904538551571804,0.907888104079923
"315",6,-9,0.842410801072376,0.907658445620146,0.909664844036507
"316",6.5,-9,0.847248566916537,0.910690960528066,0.911417004746995
"317",7,-9,0.852065046633028,0.913597781084008,0.913114387147557
"318",7.5,-9,0.856794069837293,0.916340592076409,0.914726792174362
"319",8,-9,0.861369466144779,0.91888107829371,0.916224020763577
"320",8.5,-9,0.865725065170929,0.921180924524351,0.917575873851372
"321",9,-9,0.869794696531187,0.923201815556773,0.918752152373917
"322",9.5,-9,0.873512189840999,0.924905436179415,0.91972265726738
"323",10,-9,0.876811374715809,0.926253471180717,0.92045718946793
"324",10.5,-9,0.879626080771061,0.927207605349119,0.920925549911736
"325",11,-9,0.8818901376222,0.927729523473062,0.921097539534967
"326",11.5,-9,0.883537374884672,0.927780910340986,0.920942959273792
"327",12,-9,0.884501622173919,0.92732345074133,0.92043161006438
"328",12.5,-9,0.884716709105388,0.926318829462534,0.9195332928429
"329",13,-9,0.884116465294522,0.924728731293039,0.918217808545521
"330",13.5,-9,0.882634720356766,0.922514841021284,0.916454958108413
"331",14,-9,0.880205303907565,0.919638843435711,0.914214542467743
"332",14.5,-9,0.876767916386914,0.916066051766975,0.91146811335648
"333",15,-9,0.872322866368146,0.911799237886823,0.908213419615261
"334",15.5,-9,0.866906217971203,0.906863272255316,0.904468376670078
"335",16,-9,0.860554497450903,0.901283310953333,0.90025141870153
"336",16.5,-9,0.853304231062064,0.895084510061751,0.895580979890219
"337",17,-9,0.845191945059505,0.888292025661448,0.890475494416744
"338",17.5,-9,0.836254165698046,0.880931013833303,0.884953396461705
"339",18,-9,0.826527419232504,0.873026630658192,0.879033120205703
"340",18.5,-9,0.816048231917699,0.864604032216996,0.872733099829338
"341",19,-9,0.804853130008448,0.85568837459059,0.86607176951321
"342",19.5,-9,0.79297863975957,0.846304813859854,0.859067563437918
"343",20,-9,0.780461287425885,0.836478506105665,0.851738915784065
"344",20.5,-9,0.76733759926221,0.826234607408901,0.844104260732248
"345",21,-9,0.753644101523365,0.81559827385044,0.836182032463069
"346",21.5,-9,0.739417320464168,0.804594661511161,0.827990665157128
"347",22,-9,0.724693782339437,0.793248926471941,0.819548592995024
"348",22.5,-9,0.709510013403992,0.781586224813658,0.810874250157358
"349",23,-9,0.69390253991265,0.769631712617191,0.801986070824731
"350",23.5,-9,0.677907888120231,0.757410545963417,0.792902489177742
"351",24,-9,0.661562584281553,0.744947880933214,0.783641939396992
"352",24.5,-9,0.644903154651435,0.73226887360746,0.77422285566308
"353",25,-9,0.627966125484695,0.719398680067033,0.764663672156607
"354",25.5,-9,0.610788023036153,0.706362456392812,0.754982823058173
"355",26,-9,0.593405373560625,0.693185358665675,0.745198742548378
"356",26.5,-9,0.575854703312933,0.679892542966498,0.735329864807822
"357",27,-9,0.558172538547893,0.66650916537616,0.725394624017106
"358",27.5,-9,0.540395405520324,0.653060381975539,0.71541145435683
"359",28,-9,0.522559830485046,0.639571348845515,0.705398790007592
"360",28.5,-9,0.504701950083493,0.626066953735433,0.695374868518736
"361",29,-9,0.486842754736765,0.61256165300644,0.685350283399378
"362",29.5,-9,0.468983559390038,0.599056352277447,0.675325698280019
"363",30,-9,0.45112436404331,0.585551051548454,0.665301113160661
"364",-30,-8.5,0.726943284766248,0.742123891903002,0.622434168501097
"365",-29.5,-8.5,0.736691747561788,0.748150741747892,0.633613937831836
"366",-29,-8.5,0.746440210357328,0.754177591592782,0.644793707162575
"367",-28.5,-8.5,0.756188673152867,0.760204441437673,0.655973476493313
"368",-28,-8.5,0.765936154174722,0.766230841783098,0.667153034350054
"369",-27.5,-8.5,0.775666981405931,0.77224961728577,0.678323948207123
"370",-27,-8.5,0.785354174251166,0.778248415034499,0.689467106101946
"371",-26.5,-8.5,0.794970461219193,0.78421474893307,0.700562682347202
"372",-26,-8.5,0.80448857081878,0.79013613288527,0.711590851255571
"373",-25.5,-8.5,0.813881231558691,0.796000080794884,0.722531787139737
"374",-25,-8.5,0.823121171947695,0.801794106565698,0.733365664312377
"375",-24.5,-8.5,0.832181120494556,0.807505724101498,0.744072657086174
"376",-24,-8.5,0.841033805708042,0.813122447306069,0.754632939773808
"377",-23.5,-8.5,0.849651956096919,0.818631790083197,0.765026686687959
"378",-23,-8.5,0.858008300169953,0.824021266336667,0.775234072141308
"379",-22.5,-8.5,0.86607556643591,0.829278389970266,0.785235270446537
"380",-22,-8.5,0.873826483403558,0.834390674887779,0.795010455916324
"381",-21.5,-8.5,0.881233779581662,0.839345634992992,0.804539802863352
"382",-21,-8.5,0.888270183478989,0.84413078418969,0.813803485600301
"383",-20.5,-8.5,0.894908423604304,0.848733636381659,0.822781678439851
"384",-20,-8.5,0.901121228466376,0.853141705472685,0.831454555694683
"385",-19.5,-8.5,0.906881326573969,0.857342505366554,0.839802291677478
"386",-19,-8.5,0.91216144643585,0.861323549967051,0.847805060700916
"387",-18.5,-8.5,0.916934316560786,0.865072353177961,0.855443037077679
"388",-18,-8.5,0.921172665457543,0.868576428903072,0.862696395120446
"389",-17.5,-8.5,0.924849221634887,0.871823291046167,0.869545309141899
"390",-17,-8.5,0.927936713601585,0.874800453511034,0.875969953454717
"391",-16.5,-8.5,0.930407869866404,0.877495430201458,0.881950502371583
"392",-16,-8.5,0.932235418938108,0.879895735021223,0.887467130205175
"393",-15.5,-8.5,0.933392089325466,0.881988881874117,0.892500011268176
"394",-15,-8.5,0.933850609537243,0.883762384663925,0.897029319873266
"395",-14.5,-8.5,0.933583708082205,0.885203757294431,0.901035230333124
"396",-14,-8.5,0.932564489954476,0.886300685448166,0.904497916960433
"397",-13.5,-8.5,0.930795188959631,0.88705414539258,0.907406153625854
"398",-13,-8.5,0.928327414260529,0.887487641859084,0.90978311243197
"399",-12.5,-8.5,0.92521755777844,0.887626861805337,0.911660565039348
"400",-12,-8.5,0.921522011434636,0.887497492188996,0.913070283108552
"401",-11.5,-8.5,0.91729716715039,0.88712521996772,0.914044038300149
"402",-11,-8.5,0.912599416846971,0.886535732099167,0.914613602274703
